"location","origin_date","target_date","output_type_id","value","output_type","target"
"Riverside",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,2,0.999434683082562,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,2,0.850900729464279,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,2,0.616310291173081,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,2,0.736358186680403,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,2,0.943813017601642,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,2,0.998583065245322,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,2,0.999829102834065,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,2,0.99825813269681,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,2,0.639244435314004,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-08-31,2,0.399078897334265,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-09-30,2,0.553571829795634,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-10-31,2,0.981031926388005,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,2,0.999999447551288,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,2,0.788523462647655,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,2,0.692744372852742,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,2,0.722497117012361,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,2,0.951227926742633,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,2,0.999999447551288,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,2,0.999829102834065,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-06-30,2,0.861345774753938,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-07-31,2,0.729519145387777,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-08-31,2,0.293610264195779,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-09-30,2,0.843747736797757,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-10-31,2,0.910030478169042,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-11-30,2,0.989857926891344,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,2,0.607,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,2,0.522,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,2,0.82813956366562,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,2,0.522,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,2,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,2,0.910030478169042,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,2,0.826603161124063,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,2,0.030842628170888,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,2,0.00288806368113836,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,2,0.030842628170888,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,2,0.797073343629935,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,2,0.910030478169042,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,2,0.835214084368022,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,2,0.622213360059149,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,2,0.110378034384888,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,2,0.662713234484301,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,2,0.835214084368022,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,3,0.999981449567184,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,3,0.955589345911489,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,3,0.481043257118657,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,3,0.304216409632047,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,3,0.622898493600172,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,3,0.955589345911489,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,3,0.985670898843966,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,3,0.912891548466571,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,3,0.348652728762178,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,3,0.455347773630107,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,3,0.0702801814155502,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,3,0.912891548466571,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,3,0.985670898843966,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,3,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,3,0.888691376403323,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,3,0.619012976439006,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,3,0.598635376256002,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,3,0.866384979374054,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,3,0.999455490418528,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,3,0.861,"cdf","WNV cases"
"Merced",2024-04-30,2024-07-31,3,0.522,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,3,0.66840054308131,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,3,0.66840054308131,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,3,0.449,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,3,0.999999997939641,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,3,0.885762344247521,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,3,0.756532748769712,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,3,0.606418972546747,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,3,0.946707139487092,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,3,0.99999988890626,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,3,0.999999999999999,"cdf","WNV cases"
