"location","origin_date","target_date","output_type_id","value","output_type","target"
"San Bernardino",2024-04-30,2024-05-31,0,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,0,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,0,0.5,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,0,0.15,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,0,0.25,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,0,0.25,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,0,0.35,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,0,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,0,0.7,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,0,0.4,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,0,0.1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,0,0,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,0,0,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,0,0,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,0,0.4,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,0,0.8,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,1,0.999913525085807,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,1,0.994438898091934,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,1,0.617951305704589,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,1,0.161670806457168,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,1,0.999492180452814,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,1,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,1,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,1,0.00000197825374094435,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,1,0.00000000000428964440713525,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,1,0.0000000657767250617162,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,1,0.00413761715366589,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,1,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,1,0.75,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,1,0.6,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,1,0.4,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,1,0.25216014020825,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,1,0.25216014020825,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,1,0.250615294357342,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,1,0.75,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,1,0.9,"cdf","WNV cases"
"Riverside",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,1,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,1,0.996796919892643,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,1,0.101511050563895,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,1,0.966686843759523,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,1,0.999819841308901,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,1,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,1,0.994824464092044,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,1,0.846573590279973,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,1,0.0000000000000212675178179483,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,1,0.00000000000037507126059306,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,1,0.00567649645622115,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,1,0.678093781458858,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,1,0.965761554338836,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,1,0.75,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,1,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-07-31,1,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,1,0.60047939581973,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,1,0.2,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,1,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,1,0.8,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,1,0.75,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,1,0.778141011267637,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,1,0.263360360234081,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,1,0.17617764109455,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,1,0.105148299433559,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,1,0.5,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,1,0.75,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,1,0.98,"cdf","WNV cases"
"Placer",2024-04-30,2024-05-31,1,0.95,"cdf","WNV cases"
"Placer",2024-04-30,2024-06-30,1,0.8,"cdf","WNV cases"
"Placer",2024-04-30,2024-07-31,1,0.75,"cdf","WNV cases"
"Placer",2024-04-30,2024-08-31,1,0.5,"cdf","WNV cases"
"Placer",2024-04-30,2024-09-30,1,0.75,"cdf","WNV cases"
"Placer",2024-04-30,2024-10-31,1,0.85,"cdf","WNV cases"
"Placer",2024-04-30,2024-11-30,1,0.95,"cdf","WNV cases"
"Placer",2024-04-30,2024-12-31,1,0.99,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,1,0.9,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,1,0.20020274980404,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,1,0,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,1,1.86788149935708e-115,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,1,0.107746728041815,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,1,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,1,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,1,0.846573590279973,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-08-31,1,0.399971867706188,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-09-30,1,0.475839206231194,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-10-31,1,0.475839206231194,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-11-30,1,0.965761554338836,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-06-30,1,0.85,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-07-31,1,0.0359823623423922,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-08-31,1,0.0000000659240287671642,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-09-30,1,0.0000611965695860896,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-10-31,1,0.635839133807814,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-11-30,1,0.85,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-05-31,1,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,1,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,1,0.966686843759523,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,1,0.470838361208311,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,1,0.616301002868483,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,1,0.876519746301277,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,1,0.997066926851943,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,1,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,1,0.999999999993357,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,1,0.999999949868365,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,1,0.864796012339046,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,1,0.0000053470790134909,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,1,0.0000053470790134909,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,1,0.875938480442718,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,1,0.999999949868365,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,1,0.999999999999931,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,2,0.999999995502238,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,2,0.999991658205036,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,2,0.979207165618167,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,2,0.632765185733278,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,2,0.999999893271538,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,2,0.00136541938541035,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,2,0.00000111306469346269,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,2,0.000422289446634868,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,2,0.0870610656917569,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,2,0.75,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,2,0.6,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,2,0.4,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,2,0.302120802535476,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,2,0.302120802535476,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,2,0.297124667001485,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,2,0.75,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,2,0.9,"cdf","WNV cases"
"Riverside",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,2,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,2,0.999987069078817,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,2,0.999467136502295,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,2,0.999247962645748,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,2,0.99999990088827,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,2,0.999819841308901,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,2,0.966686843759523,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,2,0.00000598025443714044,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,2,0.00000204390854127243,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,2,0.10563330824888,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,2,0.838264256322296,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,2,0.996796919892643,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,2,0.75,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,2,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-07-31,2,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-08-31,2,0.707420782267252,"cdf","WNV cases"
"Merced",2024-04-30,2024-09-30,2,0.2,"cdf","WNV cases"
"Merced",2024-04-30,2024-10-31,2,0.5,"cdf","WNV cases"
"Merced",2024-04-30,2024-11-30,2,0.8,"cdf","WNV cases"
"Merced",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Kern",2024-04-30,2024-05-31,2,0.965761554338836,"cdf","WNV cases"
"Kern",2024-04-30,2024-06-30,2,0.883401809165149,"cdf","WNV cases"
"Kern",2024-04-30,2024-07-31,2,0.470107933431931,"cdf","WNV cases"
"Kern",2024-04-30,2024-08-31,2,0.329294281221398,"cdf","WNV cases"
"Kern",2024-04-30,2024-09-30,2,0.169361060954636,"cdf","WNV cases"
"Kern",2024-04-30,2024-10-31,2,0.846573590279973,"cdf","WNV cases"
"Kern",2024-04-30,2024-11-30,2,0.965761554338836,"cdf","WNV cases"
"Kern",2024-04-30,2024-12-31,2,0.999798653171169,"cdf","WNV cases"
"Placer",2024-04-30,2024-05-31,2,0.95,"cdf","WNV cases"
"Placer",2024-04-30,2024-06-30,2,0.8,"cdf","WNV cases"
"Placer",2024-04-30,2024-07-31,2,0.75,"cdf","WNV cases"
"Placer",2024-04-30,2024-08-31,2,0.5,"cdf","WNV cases"
"Placer",2024-04-30,2024-09-30,2,0.75,"cdf","WNV cases"
"Placer",2024-04-30,2024-10-31,2,0.85,"cdf","WNV cases"
"Placer",2024-04-30,2024-11-30,2,0.95,"cdf","WNV cases"
"Placer",2024-04-30,2024-12-31,2,0.99,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-06-30,2,0.994824464092044,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-07-31,2,0.208672580343286,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-08-31,2,7.78484483145668e-229,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-09-30,2,7.89256632077491e-67,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-10-31,2,0.221995013380909,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Stanislaus",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-06-30,2,1,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-07-31,2,0.994438898091934,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-08-31,2,0.822288364898583,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-09-30,2,0.928537302463381,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-10-31,2,0.928537302463381,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-11-30,2,0.999773025986582,"cdf","WNV cases"
"Sacramento",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-06-30,2,0.988141090073109,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-07-31,2,0.427711641529624,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-08-31,2,0.000737733076749672,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-09-30,2,0.0285614088214422,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-10-31,2,0.798903136161849,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-11-30,2,0.988141090073109,"cdf","WNV cases"
"San Joaquin",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-06-30,2,1,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-07-31,2,0.999247962645748,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-08-31,2,0.750235965204374,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-09-30,2,0.894074350079478,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-10-31,2,0.963280079080929,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-11-30,2,0.999949625273804,"cdf","WNV cases"
"San Bernardino",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-05-31,2,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-06-30,2,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-07-31,2,0.999999999197919,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-08-31,2,0.177554310082655,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-09-30,2,0.177554310082655,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-10-31,2,0.999899606200413,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-11-30,2,1,"cdf","WNV cases"
"Los Angeles",2024-04-30,2024-12-31,2,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-06-30,3,0.999999999999931,"cdf","WNV cases"
"Orange",2024-04-30,2024-07-31,3,0.999999996236708,"cdf","WNV cases"
"Orange",2024-04-30,2024-08-31,3,0.999140540321165,"cdf","WNV cases"
"Orange",2024-04-30,2024-09-30,3,0.881469302140513,"cdf","WNV cases"
"Orange",2024-04-30,2024-10-31,3,0.999999999993357,"cdf","WNV cases"
"Orange",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Orange",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-06-30,3,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-07-31,3,0.0201553496420009,"cdf","WNV cases"
"Tulare",2024-04-30,2024-08-31,3,0.000228143848370949,"cdf","WNV cases"
"Tulare",2024-04-30,2024-09-30,3,0.0137774837211583,"cdf","WNV cases"
"Tulare",2024-04-30,2024-10-31,3,0.271123845060166,"cdf","WNV cases"
"Tulare",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Tulare",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Solano",2024-04-30,2024-05-31,3,0.965761554338836,"cdf","WNV cases"
"Solano",2024-04-30,2024-06-30,3,0.906495374259594,"cdf","WNV cases"
"Solano",2024-04-30,2024-07-31,3,0.766516292749662,"cdf","WNV cases"
"Solano",2024-04-30,2024-08-31,3,0.424542520342863,"cdf","WNV cases"
"Solano",2024-04-30,2024-09-30,3,0.424542520342863,"cdf","WNV cases"
"Solano",2024-04-30,2024-10-31,3,0.459340864893147,"cdf","WNV cases"
"Solano",2024-04-30,2024-11-30,3,0.965761554338836,"cdf","WNV cases"
"Solano",2024-04-30,2024-12-31,3,0.994824464092044,"cdf","WNV cases"
"Riverside",2024-04-30,2024-05-31,3,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-06-30,3,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-07-31,3,0.999999999098626,"cdf","WNV cases"
"Riverside",2024-04-30,2024-08-31,3,0.999999999996795,"cdf","WNV cases"
"Riverside",2024-04-30,2024-09-30,3,0.999999284571938,"cdf","WNV cases"
"Riverside",2024-04-30,2024-10-31,3,0.999999999999657,"cdf","WNV cases"
"Riverside",2024-04-30,2024-11-30,3,1,"cdf","WNV cases"
"Riverside",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Fresno",2024-04-30,2024-05-31,3,0.999995279815392,"cdf","WNV cases"
"Fresno",2024-04-30,2024-06-30,3,0.994438898091934,"cdf","WNV cases"
"Fresno",2024-04-30,2024-07-31,3,0.005847256832799,"cdf","WNV cases"
"Fresno",2024-04-30,2024-08-31,3,0.000943233136480432,"cdf","WNV cases"
"Fresno",2024-04-30,2024-09-30,3,0.308385975317675,"cdf","WNV cases"
"Fresno",2024-04-30,2024-10-31,3,0.902243156394571,"cdf","WNV cases"
"Fresno",2024-04-30,2024-11-30,3,0.999773025986582,"cdf","WNV cases"
"Fresno",2024-04-30,2024-12-31,3,1,"cdf","WNV cases"
"Merced",2024-04-30,2024-05-31,3,0.75,"cdf","WNV cases"
"Merced",2024-04-30,2024-06-30,3,0.5,"cdf","WNV cases"
