location,origin_date,target_date,output_type_id,value,output_type,target
Merced,2024-04-30,2024-05-31,2,0.70777,cdf,WNV cases
Merced,2024-04-30,2024-05-31,3,0.73323,cdf,WNV cases
Merced,2024-04-30,2024-05-31,4,0.78777,cdf,WNV cases
Merced,2024-04-30,2024-05-31,5,0.80689,cdf,WNV cases
Merced,2024-04-30,2024-05-31,6,0.81656,cdf,WNV cases
Merced,2024-04-30,2024-05-31,8,0.95783,cdf,WNV cases
Merced,2024-04-30,2024-05-31,10,0.95981,cdf,WNV cases
Merced,2024-04-30,2024-05-31,15,0.97537,cdf,WNV cases
Merced,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Orange,2024-04-30,2024-05-31,0,0.97792,cdf,WNV cases
Orange,2024-04-30,2024-05-31,1,0.99986,cdf,WNV cases
Orange,2024-04-30,2024-05-31,2,0.99994,cdf,WNV cases
Orange,2024-04-30,2024-05-31,3,0.99997,cdf,WNV cases
Orange,2024-04-30,2024-05-31,4,0.99998,cdf,WNV cases
Orange,2024-04-30,2024-05-31,5,0.99998,cdf,WNV cases
Orange,2024-04-30,2024-05-31,6,0.99999,cdf,WNV cases
Orange,2024-04-30,2024-05-31,8,1.0,cdf,WNV cases
Orange,2024-04-30,2024-05-31,10,1.0,cdf,WNV cases
Orange,2024-04-30,2024-05-31,15,1.0,cdf,WNV cases
Orange,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Placer,2024-04-30,2024-05-31,0,0.99839,cdf,WNV cases
Placer,2024-04-30,2024-05-31,1,0.99839,cdf,WNV cases
Placer,2024-04-30,2024-05-31,2,0.99839,cdf,WNV cases
Placer,2024-04-30,2024-05-31,3,0.99997,cdf,WNV cases
Placer,2024-04-30,2024-05-31,4,0.99998,cdf,WNV cases
Placer,2024-04-30,2024-05-31,5,0.99999,cdf,WNV cases
Placer,2024-04-30,2024-05-31,6,0.99999,cdf,WNV cases
Placer,2024-04-30,2024-05-31,8,1.0,cdf,WNV cases
Placer,2024-04-30,2024-05-31,10,1.0,cdf,WNV cases
Placer,2024-04-30,2024-05-31,15,1.0,cdf,WNV cases
Placer,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,0,0.97192,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,1,0.99919,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,2,0.99948,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,3,0.99987,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,4,0.99991,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,5,0.99993,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,6,0.99994,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,8,0.99998,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,10,0.99998,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,15,0.99999,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,0,0.99,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,1,0.99953,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,2,0.9996,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,3,0.99998,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,4,0.99998,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,5,0.99999,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,6,0.99999,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,8,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,10,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,15,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,0,0.99437,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,1,0.99986,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,2,0.99987,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,3,0.99997,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,4,0.99998,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,5,0.99999,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,6,0.99999,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,8,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,10,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,15,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,0,0.96041,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,1,0.96049,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,2,0.99673,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,3,0.99802,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,4,0.99854,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,5,0.99948,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,6,0.99954,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,8,0.99988,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,10,0.99991,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,15,0.99996,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Solano,2024-04-30,2024-05-31,0,0.99026,cdf,WNV cases
Solano,2024-04-30,2024-05-31,1,0.99027,cdf,WNV cases
Solano,2024-04-30,2024-05-31,2,0.99027,cdf,WNV cases
Solano,2024-04-30,2024-05-31,3,0.99986,cdf,WNV cases
Solano,2024-04-30,2024-05-31,4,0.99989,cdf,WNV cases
Solano,2024-04-30,2024-05-31,5,0.99993,cdf,WNV cases
Solano,2024-04-30,2024-05-31,6,0.99994,cdf,WNV cases
Solano,2024-04-30,2024-05-31,8,0.99999,cdf,WNV cases
Solano,2024-04-30,2024-05-31,10,0.99999,cdf,WNV cases
Solano,2024-04-30,2024-05-31,15,1.0,cdf,WNV cases
Solano,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,0,0.98137,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,1,0.98138,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,2,0.99955,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,3,0.9997,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,4,0.99977,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,5,0.99982,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,6,0.99985,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,8,0.99996,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,10,0.99997,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,15,0.99999,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,0,0.98304,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,1,0.98305,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,2,0.98307,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,3,0.99972,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,4,0.99975,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,5,0.99979,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,6,0.99981,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,8,0.99995,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,10,0.99995,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,15,0.99997,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,1,0.96805,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,2,0.98397,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,3,0.9842,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,4,0.9843,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,5,0.98453,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,6,0.9849,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,8,0.98514,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,10,0.9852,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,15,0.99399,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Kern,2024-04-30,2024-06-30,0,0.96864,cdf,WNV cases
Kern,2024-04-30,2024-06-30,1,0.96869,cdf,WNV cases
Kern,2024-04-30,2024-06-30,2,0.97872,cdf,WNV cases
Kern,2024-04-30,2024-06-30,3,0.97906,cdf,WNV cases
Kern,2024-04-30,2024-06-30,4,0.97922,cdf,WNV cases
Kern,2024-04-30,2024-06-30,5,0.97942,cdf,WNV cases
Kern,2024-04-30,2024-06-30,6,0.97981,cdf,WNV cases
Kern,2024-04-30,2024-06-30,8,0.9801,cdf,WNV cases
Kern,2024-04-30,2024-06-30,10,0.98021,cdf,WNV cases
Kern,2024-04-30,2024-06-30,15,0.98406,cdf,WNV cases
Kern,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,1,0.96749,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,2,0.9718,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,3,0.97243,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,4,0.97257,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,5,0.97399,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,6,0.9747,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,8,0.97555,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,10,0.97562,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,15,0.99221,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Merced,2024-04-30,2024-06-30,0,0.96864,cdf,WNV cases
Merced,2024-04-30,2024-06-30,1,0.96865,cdf,WNV cases
Merced,2024-04-30,2024-06-30,2,0.9687,cdf,WNV cases
Merced,2024-04-30,2024-06-30,3,0.96873,cdf,WNV cases
Merced,2024-04-30,2024-06-30,4,0.96894,cdf,WNV cases
Merced,2024-04-30,2024-06-30,5,0.96911,cdf,WNV cases
Merced,2024-04-30,2024-06-30,6,0.96969,cdf,WNV cases
Merced,2024-04-30,2024-06-30,8,0.97008,cdf,WNV cases
Merced,2024-04-30,2024-06-30,10,0.97012,cdf,WNV cases
Merced,2024-04-30,2024-06-30,15,0.98277,cdf,WNV cases
Merced,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Orange,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
Orange,2024-04-30,2024-06-30,1,0.9675,cdf,WNV cases
Orange,2024-04-30,2024-06-30,2,0.97235,cdf,WNV cases
Orange,2024-04-30,2024-06-30,3,0.97297,cdf,WNV cases
Orange,2024-04-30,2024-06-30,4,0.97308,cdf,WNV cases
Orange,2024-04-30,2024-06-30,5,0.97447,cdf,WNV cases
Orange,2024-04-30,2024-06-30,6,0.97517,cdf,WNV cases
Orange,2024-04-30,2024-06-30,8,0.97598,cdf,WNV cases
Orange,2024-04-30,2024-06-30,10,0.97605,cdf,WNV cases
Orange,2024-04-30,2024-06-30,15,0.99234,cdf,WNV cases
Orange,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Placer,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
Placer,2024-04-30,2024-06-30,1,0.96729,cdf,WNV cases
Placer,2024-04-30,2024-06-30,2,0.96733,cdf,WNV cases
Placer,2024-04-30,2024-06-30,3,0.97324,cdf,WNV cases
Placer,2024-04-30,2024-06-30,4,0.97331,cdf,WNV cases
Placer,2024-04-30,2024-06-30,5,0.9736,cdf,WNV cases
Placer,2024-04-30,2024-06-30,6,0.97432,cdf,WNV cases
Placer,2024-04-30,2024-06-30,8,0.97472,cdf,WNV cases
Placer,2024-04-30,2024-06-30,10,0.97479,cdf,WNV cases
Placer,2024-04-30,2024-06-30,15,0.99058,cdf,WNV cases
Placer,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,1,0.96745,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,2,0.97378,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,3,0.9744,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,4,0.9745,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,5,0.97586,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,6,0.97654,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,8,0.97728,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,10,0.97734,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,15,0.99255,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,1,0.96748,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,2,0.97511,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,3,0.97586,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,4,0.97596,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,5,0.9771,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,6,0.9775,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,8,0.97791,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,10,0.97797,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,15,0.99276,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,0,0.96727,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,1,0.96747,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,2,0.97308,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,3,0.97458,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,4,0.97468,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,5,0.97603,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,6,0.9767,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,8,0.97744,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,10,0.9775,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,15,0.9926,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,0,0.96864,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,1,0.96866,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,2,0.9819,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,3,0.98223,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,4,0.98232,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,5,0.98277,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,6,0.98307,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,8,0.98339,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,10,0.98345,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,15,0.99244,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Solano,2024-04-30,2024-06-30,0,0.96864,cdf,WNV cases
Solano,2024-04-30,2024-06-30,1,0.96866,cdf,WNV cases
Solano,2024-04-30,2024-06-30,2,0.96872,cdf,WNV cases
Solano,2024-04-30,2024-06-30,3,0.97507,cdf,WNV cases
Solano,2024-04-30,2024-06-30,4,0.97514,cdf,WNV cases
Solano,2024-04-30,2024-06-30,5,0.97537,cdf,WNV cases
Solano,2024-04-30,2024-06-30,6,0.97609,cdf,WNV cases
Solano,2024-04-30,2024-06-30,8,0.97653,cdf,WNV cases
Solano,2024-04-30,2024-06-30,10,0.9766,cdf,WNV cases
Solano,2024-04-30,2024-06-30,15,0.99073,cdf,WNV cases
Solano,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,0,0.96864,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,1,0.96865,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,2,0.9777,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,3,0.9778,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,4,0.97789,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,5,0.97797,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,6,0.97851,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,8,0.9787,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,10,0.97877,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,15,0.98357,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,0,0.96864,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,1,0.96866,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,2,0.96872,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,3,0.9698,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,4,0.96984,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,5,0.96995,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,6,0.97047,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,8,0.97073,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,10,0.97084,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,15,0.97793,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,0,0.11298,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,1,0.114,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,2,0.11687,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,3,0.11839,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,4,0.11911,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,5,0.12032,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,6,0.1208,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,8,0.12107,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,10,0.12147,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,15,0.15789,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Kern,2024-04-30,2024-07-31,0,0.04119,cdf,WNV cases
Kern,2024-04-30,2024-07-31,1,0.04127,cdf,WNV cases
Kern,2024-04-30,2024-07-31,2,0.04957,cdf,WNV cases
Kern,2024-04-30,2024-07-31,3,0.05184,cdf,WNV cases
Kern,2024-04-30,2024-07-31,4,0.05262,cdf,WNV cases
Kern,2024-04-30,2024-07-31,5,0.05679,cdf,WNV cases
Kern,2024-04-30,2024-07-31,6,0.05772,cdf,WNV cases
Kern,2024-04-30,2024-07-31,8,0.05828,cdf,WNV cases
Kern,2024-04-30,2024-07-31,10,0.05859,cdf,WNV cases
Kern,2024-04-30,2024-07-31,15,0.1143,cdf,WNV cases
Kern,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,0,0.29748,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,1,0.30017,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,2,0.3849,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,3,0.3926,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,4,0.39796,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,5,0.40351,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,6,0.41487,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,8,0.41786,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,10,0.41825,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,15,0.86137,cdf,WNV cases
Los Angeles,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Merced,2024-04-30,2024-07-31,0,0.04119,cdf,WNV cases
Merced,2024-04-30,2024-07-31,1,0.04138,cdf,WNV cases
Merced,2024-04-30,2024-07-31,2,0.0418,cdf,WNV cases
Merced,2024-04-30,2024-07-31,3,0.04243,cdf,WNV cases
Merced,2024-04-30,2024-07-31,4,0.04752,cdf,WNV cases
Merced,2024-04-30,2024-07-31,5,0.05162,cdf,WNV cases
Merced,2024-04-30,2024-07-31,6,0.05738,cdf,WNV cases
Merced,2024-04-30,2024-07-31,8,0.0585,cdf,WNV cases
Merced,2024-04-30,2024-07-31,10,0.05908,cdf,WNV cases
Merced,2024-04-30,2024-07-31,15,0.40355,cdf,WNV cases
Merced,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Orange,2024-04-30,2024-07-31,0,0.40227,cdf,WNV cases
Orange,2024-04-30,2024-07-31,1,0.40622,cdf,WNV cases
Orange,2024-04-30,2024-07-31,2,0.46663,cdf,WNV cases
Orange,2024-04-30,2024-07-31,3,0.47229,cdf,WNV cases
Orange,2024-04-30,2024-07-31,4,0.47426,cdf,WNV cases
Orange,2024-04-30,2024-07-31,5,0.49761,cdf,WNV cases
Orange,2024-04-30,2024-07-31,6,0.50644,cdf,WNV cases
Orange,2024-04-30,2024-07-31,8,0.50885,cdf,WNV cases
Orange,2024-04-30,2024-07-31,10,0.50916,cdf,WNV cases
Orange,2024-04-30,2024-07-31,15,0.93028,cdf,WNV cases
Orange,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Placer,2024-04-30,2024-07-31,0,0.40227,cdf,WNV cases
Placer,2024-04-30,2024-07-31,1,0.4025,cdf,WNV cases
Placer,2024-04-30,2024-07-31,2,0.40317,cdf,WNV cases
Placer,2024-04-30,2024-07-31,3,0.47718,cdf,WNV cases
Placer,2024-04-30,2024-07-31,4,0.4786,cdf,WNV cases
Placer,2024-04-30,2024-07-31,5,0.48417,cdf,WNV cases
Placer,2024-04-30,2024-07-31,6,0.49949,cdf,WNV cases
Placer,2024-04-30,2024-07-31,8,0.50098,cdf,WNV cases
Placer,2024-04-30,2024-07-31,10,0.50135,cdf,WNV cases
Placer,2024-04-30,2024-07-31,15,0.91782,cdf,WNV cases
Placer,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,0,0.22157,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,1,0.22415,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,2,0.26999,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,3,0.2766,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,4,0.28005,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,5,0.32879,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,6,0.34091,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,8,0.34429,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,10,0.34469,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,15,0.86144,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,0,0.06538,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,1,0.06925,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,2,0.11139,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,3,0.11534,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,4,0.11909,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,5,0.16638,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,6,0.17709,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,8,0.18505,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,10,0.18661,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,15,0.54365,cdf,WNV cases
Sacramento,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,0,0.11298,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,1,0.11532,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,2,0.13969,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,3,0.1517,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,4,0.15414,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,5,0.24116,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,6,0.25311,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,8,0.25863,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,10,0.25964,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,15,0.73934,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,0,0.04119,cdf,WNV cases
