location,origin_date,target_date,output_type_id,value,output_type,target
Riverside,2024-04-30,2024-05-31,15,0.99991,cdf,WNV cases
Riverside,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,0,0.6211,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,1,0.6211,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,2,0.75862,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,3,0.83102,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,4,0.8766,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,5,0.8766,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,6,0.90765,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,8,0.94592,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,10,0.95797,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,15,0.98371,cdf,WNV cases
San Joaquin,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,0,0.62119,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,1,0.83105,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,2,0.90774,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,3,0.94598,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,4,0.96712,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,5,0.97954,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,6,0.98964,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,8,0.99568,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,10,0.99815,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,15,0.99979,cdf,WNV cases
San Bernardino,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,0,0.62125,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,1,0.62125,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,2,0.7586,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,3,0.7586,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,4,0.83105,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,5,0.83105,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,6,0.87669,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,8,0.90772,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,10,0.92982,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,15,0.96718,cdf,WNV cases
Stanislaus,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Solano,2024-04-30,2024-05-31,0,0.62092,cdf,WNV cases
Solano,2024-04-30,2024-05-31,1,0.62092,cdf,WNV cases
Solano,2024-04-30,2024-05-31,2,0.62092,cdf,WNV cases
Solano,2024-04-30,2024-05-31,3,0.75835,cdf,WNV cases
Solano,2024-04-30,2024-05-31,4,0.75835,cdf,WNV cases
Solano,2024-04-30,2024-05-31,5,0.83093,cdf,WNV cases
Solano,2024-04-30,2024-05-31,6,0.83093,cdf,WNV cases
Solano,2024-04-30,2024-05-31,8,0.87664,cdf,WNV cases
Solano,2024-04-30,2024-05-31,10,0.9077,cdf,WNV cases
Solano,2024-04-30,2024-05-31,15,0.94597,cdf,WNV cases
Solano,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Kern,2024-04-30,2024-05-31,0,0.62102,cdf,WNV cases
Kern,2024-04-30,2024-05-31,1,0.62102,cdf,WNV cases
Kern,2024-04-30,2024-05-31,2,0.75847,cdf,WNV cases
Kern,2024-04-30,2024-05-31,3,0.83097,cdf,WNV cases
Kern,2024-04-30,2024-05-31,4,0.87659,cdf,WNV cases
Kern,2024-04-30,2024-05-31,5,0.90765,cdf,WNV cases
Kern,2024-04-30,2024-05-31,6,0.92972,cdf,WNV cases
Kern,2024-04-30,2024-05-31,8,0.95795,cdf,WNV cases
Kern,2024-04-30,2024-05-31,10,0.97407,cdf,WNV cases
Kern,2024-04-30,2024-05-31,15,0.98962,cdf,WNV cases
Kern,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Orange,2024-04-30,2024-05-31,0,0.62108,cdf,WNV cases
Orange,2024-04-30,2024-05-31,1,0.87669,cdf,WNV cases
Orange,2024-04-30,2024-05-31,2,0.94591,cdf,WNV cases
Orange,2024-04-30,2024-05-31,3,0.97409,cdf,WNV cases
Orange,2024-04-30,2024-05-31,4,0.98704,cdf,WNV cases
Orange,2024-04-30,2024-05-31,5,0.99332,cdf,WNV cases
Orange,2024-04-30,2024-05-31,6,0.99648,cdf,WNV cases
Orange,2024-04-30,2024-05-31,8,0.99918,cdf,WNV cases
Orange,2024-04-30,2024-05-31,10,0.99975,cdf,WNV cases
Orange,2024-04-30,2024-05-31,15,0.99999,cdf,WNV cases
Orange,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,0,0.62133,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,1,0.62133,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,2,0.62133,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,3,0.75866,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,4,0.75866,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,5,0.83114,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,6,0.83114,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,8,0.87674,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,10,0.90778,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,15,0.95797,cdf,WNV cases
Tulare,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,0,0.62134,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,1,0.97412,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,2,0.99714,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,3,0.99963,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,4,0.99995,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,5,0.99999,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,6,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,8,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,10,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,15,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,0,0.62126,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,1,0.75862,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,2,0.87677,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,3,0.90776,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,4,0.94603,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,5,0.95803,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,6,0.97411,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,8,0.98705,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,10,0.99334,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,15,0.99876,cdf,WNV cases
Sacramento,2024-04-30,2024-05-31,200,1.0,cdf,WNV cases
Merced,2024-04-30,2024-06-30,0,0.62125,cdf,WNV cases
Merced,2024-04-30,2024-06-30,1,0.62125,cdf,WNV cases
Merced,2024-04-30,2024-06-30,2,0.62125,cdf,WNV cases
Merced,2024-04-30,2024-06-30,3,0.62125,cdf,WNV cases
Merced,2024-04-30,2024-06-30,4,0.75865,cdf,WNV cases
Merced,2024-04-30,2024-06-30,5,0.75865,cdf,WNV cases
Merced,2024-04-30,2024-06-30,6,0.75865,cdf,WNV cases
Merced,2024-04-30,2024-06-30,8,0.83109,cdf,WNV cases
Merced,2024-04-30,2024-06-30,10,0.83109,cdf,WNV cases
Merced,2024-04-30,2024-06-30,15,0.90778,cdf,WNV cases
Merced,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Placer,2024-04-30,2024-06-30,0,0.62106,cdf,WNV cases
Placer,2024-04-30,2024-06-30,1,0.62106,cdf,WNV cases
Placer,2024-04-30,2024-06-30,2,0.62106,cdf,WNV cases
Placer,2024-04-30,2024-06-30,3,0.75847,cdf,WNV cases
Placer,2024-04-30,2024-06-30,4,0.75847,cdf,WNV cases
Placer,2024-04-30,2024-06-30,5,0.83097,cdf,WNV cases
Placer,2024-04-30,2024-06-30,6,0.83097,cdf,WNV cases
Placer,2024-04-30,2024-06-30,8,0.87658,cdf,WNV cases
Placer,2024-04-30,2024-06-30,10,0.90768,cdf,WNV cases
Placer,2024-04-30,2024-06-30,15,0.94594,cdf,WNV cases
Placer,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,0,0.62121,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,1,0.75862,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,2,0.83114,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,3,0.87678,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,4,0.90779,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,5,0.92989,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,6,0.94603,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,8,0.96722,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,10,0.97958,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,15,0.99332,cdf,WNV cases
Fresno,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,0,0.62113,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,1,0.83116,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,2,0.90774,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,3,0.958,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,4,0.97412,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,5,0.98701,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,6,0.99169,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,8,0.99716,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,10,0.99899,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,15,0.99991,cdf,WNV cases
Riverside,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,0,0.62118,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,1,0.62118,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,2,0.7586,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,3,0.83112,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,4,0.87677,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,5,0.87677,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,6,0.90771,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,8,0.94593,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,10,0.95796,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,15,0.9837,cdf,WNV cases
San Joaquin,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,0,0.62111,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,1,0.83106,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,2,0.90772,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,3,0.94595,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,4,0.96712,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,5,0.97955,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,6,0.98966,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,8,0.99567,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,10,0.99812,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,15,0.99979,cdf,WNV cases
San Bernardino,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,0,0.6211,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,1,0.6211,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,2,0.75841,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,3,0.75841,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,4,0.83092,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,5,0.83092,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,6,0.8766,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,8,0.9077,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,10,0.92976,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,15,0.96715,cdf,WNV cases
Stanislaus,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Solano,2024-04-30,2024-06-30,0,0.62113,cdf,WNV cases
Solano,2024-04-30,2024-06-30,1,0.62113,cdf,WNV cases
Solano,2024-04-30,2024-06-30,2,0.62113,cdf,WNV cases
Solano,2024-04-30,2024-06-30,3,0.75844,cdf,WNV cases
Solano,2024-04-30,2024-06-30,4,0.75844,cdf,WNV cases
Solano,2024-04-30,2024-06-30,5,0.8311,cdf,WNV cases
Solano,2024-04-30,2024-06-30,6,0.8311,cdf,WNV cases
Solano,2024-04-30,2024-06-30,8,0.87672,cdf,WNV cases
Solano,2024-04-30,2024-06-30,10,0.90771,cdf,WNV cases
Solano,2024-04-30,2024-06-30,15,0.94595,cdf,WNV cases
Solano,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Kern,2024-04-30,2024-06-30,0,0.62112,cdf,WNV cases
Kern,2024-04-30,2024-06-30,1,0.62112,cdf,WNV cases
Kern,2024-04-30,2024-06-30,2,0.75853,cdf,WNV cases
Kern,2024-04-30,2024-06-30,3,0.83105,cdf,WNV cases
Kern,2024-04-30,2024-06-30,4,0.8767,cdf,WNV cases
Kern,2024-04-30,2024-06-30,5,0.90773,cdf,WNV cases
Kern,2024-04-30,2024-06-30,6,0.92981,cdf,WNV cases
Kern,2024-04-30,2024-06-30,8,0.958,cdf,WNV cases
Kern,2024-04-30,2024-06-30,10,0.97416,cdf,WNV cases
Kern,2024-04-30,2024-06-30,15,0.98966,cdf,WNV cases
Kern,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Orange,2024-04-30,2024-06-30,0,0.62113,cdf,WNV cases
Orange,2024-04-30,2024-06-30,1,0.87663,cdf,WNV cases
Orange,2024-04-30,2024-06-30,2,0.946,cdf,WNV cases
Orange,2024-04-30,2024-06-30,3,0.97415,cdf,WNV cases
Orange,2024-04-30,2024-06-30,4,0.98704,cdf,WNV cases
Orange,2024-04-30,2024-06-30,5,0.99332,cdf,WNV cases
Orange,2024-04-30,2024-06-30,6,0.99647,cdf,WNV cases
Orange,2024-04-30,2024-06-30,8,0.99917,cdf,WNV cases
Orange,2024-04-30,2024-06-30,10,0.99975,cdf,WNV cases
Orange,2024-04-30,2024-06-30,15,0.99999,cdf,WNV cases
Orange,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,0,0.6212,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,1,0.6212,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,2,0.6212,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,3,0.75867,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,4,0.75867,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,5,0.83117,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,6,0.83117,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,8,0.87669,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,10,0.90772,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,15,0.95797,cdf,WNV cases
Tulare,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,0,0.62104,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,1,0.97409,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,2,0.99716,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,3,0.99963,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,4,0.99995,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,5,0.99999,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,6,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,8,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,10,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,15,1.0,cdf,WNV cases
Los Angeles,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,0,0.62116,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,1,0.75868,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,2,0.87676,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,3,0.90774,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,4,0.94591,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,5,0.95796,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,6,0.97413,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,8,0.98703,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,10,0.99333,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,15,0.99875,cdf,WNV cases
Sacramento,2024-04-30,2024-06-30,200,1.0,cdf,WNV cases
Merced,2024-04-30,2024-07-31,0,0.60277,cdf,WNV cases
Merced,2024-04-30,2024-07-31,1,0.60277,cdf,WNV cases
Merced,2024-04-30,2024-07-31,2,0.60277,cdf,WNV cases
Merced,2024-04-30,2024-07-31,3,0.60277,cdf,WNV cases
Merced,2024-04-30,2024-07-31,4,0.73885,cdf,WNV cases
Merced,2024-04-30,2024-07-31,5,0.73885,cdf,WNV cases
Merced,2024-04-30,2024-07-31,6,0.73885,cdf,WNV cases
Merced,2024-04-30,2024-07-31,8,0.81221,cdf,WNV cases
Merced,2024-04-30,2024-07-31,10,0.81221,cdf,WNV cases
Merced,2024-04-30,2024-07-31,15,0.89228,cdf,WNV cases
Merced,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Placer,2024-04-30,2024-07-31,0,0.62117,cdf,WNV cases
Placer,2024-04-30,2024-07-31,1,0.62117,cdf,WNV cases
Placer,2024-04-30,2024-07-31,2,0.62117,cdf,WNV cases
Placer,2024-04-30,2024-07-31,3,0.75859,cdf,WNV cases
Placer,2024-04-30,2024-07-31,4,0.75859,cdf,WNV cases
Placer,2024-04-30,2024-07-31,5,0.8311,cdf,WNV cases
Placer,2024-04-30,2024-07-31,6,0.8311,cdf,WNV cases
Placer,2024-04-30,2024-07-31,8,0.87674,cdf,WNV cases
Placer,2024-04-30,2024-07-31,10,0.90774,cdf,WNV cases
Placer,2024-04-30,2024-07-31,15,0.94598,cdf,WNV cases
Placer,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,0,0.5315,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,1,0.65946,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,2,0.73299,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,3,0.78341,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,4,0.82068,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,5,0.84954,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,6,0.87257,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,8,0.90667,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,10,0.93029,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,15,0.96458,cdf,WNV cases
Fresno,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,0,0.58449,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,1,0.79307,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,2,0.87574,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,3,0.9355,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,4,0.95674,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,5,0.97545,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,6,0.9829,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,8,0.99285,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,10,0.9969,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,15,0.99954,cdf,WNV cases
Riverside,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,0,0.54878,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,1,0.54878,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,2,0.67925,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,3,0.7532,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,4,0.80328,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,5,0.80328,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,6,0.83979,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,8,0.88964,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,10,0.90726,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,15,0.9513,cdf,WNV cases
San Joaquin,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,0,0.51448,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,1,0.71263,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,2,0.80089,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,3,0.85444,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,4,0.89048,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,5,0.91604,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,6,0.94225,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,8,0.96388,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,10,0.9769,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,15,0.99279,cdf,WNV cases
San Bernardino,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,0,0.56659,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,1,0.56659,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,2,0.69927,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,3,0.69927,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,4,0.7733,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,5,0.7733,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,6,0.8227,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,8,0.85824,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,10,0.88501,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,15,0.9352,cdf,WNV cases
Stanislaus,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Solano,2024-04-30,2024-07-31,0,0.62103,cdf,WNV cases
Solano,2024-04-30,2024-07-31,1,0.62103,cdf,WNV cases
Solano,2024-04-30,2024-07-31,2,0.62103,cdf,WNV cases
Solano,2024-04-30,2024-07-31,3,0.75836,cdf,WNV cases
Solano,2024-04-30,2024-07-31,4,0.75836,cdf,WNV cases
Solano,2024-04-30,2024-07-31,5,0.83089,cdf,WNV cases
Solano,2024-04-30,2024-07-31,6,0.83089,cdf,WNV cases
Solano,2024-04-30,2024-07-31,8,0.87658,cdf,WNV cases
Solano,2024-04-30,2024-07-31,10,0.90769,cdf,WNV cases
Solano,2024-04-30,2024-07-31,15,0.94593,cdf,WNV cases
Solano,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
Kern,2024-04-30,2024-07-31,0,0.56632,cdf,WNV cases
Kern,2024-04-30,2024-07-31,1,0.56632,cdf,WNV cases
Kern,2024-04-30,2024-07-31,2,0.6991,cdf,WNV cases
Kern,2024-04-30,2024-07-31,3,0.77311,cdf,WNV cases
Kern,2024-04-30,2024-07-31,4,0.8225,cdf,WNV cases
Kern,2024-04-30,2024-07-31,5,0.85805,cdf,WNV cases
Kern,2024-04-30,2024-07-31,6,0.88483,cdf,WNV cases
Kern,2024-04-30,2024-07-31,8,0.92202,cdf,WNV cases
Kern,2024-04-30,2024-07-31,10,0.94577,cdf,WNV cases
Kern,2024-04-30,2024-07-31,15,0.97248,cdf,WNV cases
Kern,2024-04-30,2024-07-31,200,1.0,cdf,WNV cases
